2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[WriteFile.start] path: dms.pid, owner: , perm: -rw-r-----
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[EnsureFile.start] path: dms.pid, owner: , perm: -rw-r-----
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[EnsureFile.end] path: dms.pid, owner: , perm: -rw-r-----, err: <nil>
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[WriteFile.end] path: dms.pid, owner: , perm: -rw-r-----, err: <nil>
2024-01-25 12:43:43 INFO caller=helper.go:66 dms.storage=connecting to storage, host: 10.186.56.59, port: 33063, user: root, schema: dms
2024-01-25 12:43:43 INFO caller=helper.go:61 dms.cronmanager=cron start
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:380.674µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:189.201µs; sql: SELECT * FROM `we_chat_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:678.206µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'we_chat_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:96.01µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:336.203µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:548.175µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'im_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:128.351µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:323.283µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:192.681µs; sql: SELECT * FROM `im_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:610.955µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'im_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:97.84µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:336.604µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:519.845µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'cloudbeaver_user_caches' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:103.601µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:337.892µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:181.861µs; sql: SELECT * FROM `cloudbeaver_user_caches` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:577.195µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'cloudbeaver_user_caches' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.631µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:333.623µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:545.576µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'cloudbeaver_connection_caches' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.582µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:335.774µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:178.712µs; sql: SELECT * FROM `cloudbeaver_connection_caches` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:562.346µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'cloudbeaver_connection_caches' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:101.981µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:345.953µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:521.105µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'database_source_services' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:86.281µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:324.723µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:190.072µs; sql: SELECT * FROM `database_source_services` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:676.216µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'database_source_services' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:97.091µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:338.394µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:561.854µs; sql: SELECT count(*) FROM information_schema.statistics WHERE table_schema = 'dms' AND table_name = 'database_source_services' AND index_name = 'project_uid_name'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:85.241µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:345.244µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:534.285µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'basic_configs' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:88.411µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:352.894µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:239.572µs; sql: SELECT * FROM `basic_configs` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:633.325µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'basic_configs' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:10.225422ms; sql: ALTER TABLE `basic_configs` MODIFY COLUMN `title` varchar(100) NOT NULL; rowsAffected: 0; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:163.942µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:525.335µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:627.156µs; sql: SELECT count(*) FROM information_schema.statistics WHERE table_schema = 'dms' AND table_name = 'basic_configs' AND index_name = 'idx_basic_configs_title'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:88.932µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:329.873µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:607.975µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'company_notices' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.13µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:347.363µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:182.541µs; sql: SELECT * FROM `company_notices` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:659.076µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'company_notices' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:89.801µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:330.893µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:621.466µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'cluster_leaders' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:94.462µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:317.323µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:173.521µs; sql: SELECT * FROM `cluster_leaders` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:585.975µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'cluster_leaders' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:89.751µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:344.222µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:516.024µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'cluster_node_infos' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:88.58µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:377.994µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:177.043µs; sql: SELECT * FROM `cluster_node_infos` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:587.635µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'cluster_node_infos' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:89.731µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:322.533µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:535.485µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'workflows' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:86.381µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:314.943µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:184.812µs; sql: SELECT * FROM `workflows` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:615.616µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'workflows' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.991µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:339.982µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:541.865µs; sql: SELECT count(*) FROM information_schema.statistics WHERE table_schema = 'dms' AND table_name = 'workflows' AND index_name = 'project_uid_name'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.401µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:331.204µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:528.245µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'workflow_records' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:99.591µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:318.513µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:183.752µs; sql: SELECT * FROM `workflow_records` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:637.876µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'workflow_records' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:92.97µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:327.244µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:522.385µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'workflow_steps' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:85.091µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:324.373µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:187.483µs; sql: SELECT * FROM `workflow_steps` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:567.626µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'workflow_steps' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.481µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
